Status,Issue #,Priority,Category,Issue,Tenant,Unit,Closed,Description
NOV SENT OUT,15113754,A,Violations,15113754,,6J,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS IN THE PRIVATE HALLWAY LOCATED AT APT 6J, 6th STORY, 1st APARTMENT FROM WEST AT NORTH"
NOV SENT OUT,15113755,A,Violations,15113755,,6J,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILING IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 6J, 6th STORY, 1st APARTMENT FROM WEST AT NORTH"
NOV SENT OUT,15113756,B,Violations,15113756,,6J,,"SECTION 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK OVER THE CEILING IN THE 1st ROOM FROM EAST AT NORTH LOCATED AT APT 6J, 6th STORY, 1st APARTMENT FROM WEST AT NORTH"
NOV SENT OUT,15113757,A,Violations,15113757,,6J,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILING IN THE 1st ROOM FROM EAST AT NORTH LOCATED AT APT 6J, 6th STORY, 1st APARTMENT FROM WEST AT NORTH"
NOTICE OF ISSUANCE SENT TO TENANT,15113758,C,Violations,15113758,,5J,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 5J, 5th STORY, 1st APARTMENT FROM WEST AT NORTH"
NOV SENT OUT,15113759,A,Violations,15113759,,5A,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE PORCELAIN ENAMEL GLAZE AT SURFACE OF BATH TUB IN THE BATHROOM LOCATED AT APT 5A, 5th STORY, 3rd APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15113760,B,Violations,15113760,,5A,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT 5A, 5th STORY, 3rd APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15113761,B,Violations,15113761,,5A,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE BATHROOM LOCATED AT APT 5A, 5th STORY, 3rd APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15113762,B,Violations,15113762,,5A,,"SECTION 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE MARBLE SADDLE AT ENTRANCE IN THE BATHROOM LOCATED AT APT 5A, 5th STORY, 3rd APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15113763,A,Violations,15113763,,5A,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS AND CEILINGS IN THE KITCHEN LOCATED AT APT 5A, 5th STORY, 3rd APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15113764,B,Violations,15113764,,5A,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE 2nd ROOM FROM NORTH LOCATED AT APT 5A, 5th STORY, 3rd APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15113766,B,Violations,15113766,,5A,,"SECTION 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 5A, 5th STORY, 3rd APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15113767,B,Violations,15113767,,5A,,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 5A, 5th STORY, 3rd APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15113769,B,Violations,15113769,,5B,,"SECTION 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 5B, 5th STORY, 4th APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15113770,B,Violations,15113770,,5B,,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 5B, 5th STORY, 4th APARTMENT FROM NORTH AT EAST"
NOTICE OF ISSUANCE SENT TO TENANT,15113771,C,Violations,15113771,,5B,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 5B, 5th STORY, 4th APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15113772,A,Violations,15113772,,3G,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL CEILINGS IN THE ENTIRE APARTMENT LOCATED AT APT 3G, 3rd STORY, 4th APARTMENT FROM SOUTH AT WEST"
NOTICE OF ISSUANCE SENT TO TENANT,15113774,C,Violations,15113774,,3F,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 3F, 3rd STORY, 3rd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15113775,B,Violations,15113775,,3F,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE 2nd ROOM FROM NORTH LOCATED AT APT 3F, 3rd STORY, 3rd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15113776,B,Violations,15113776,,3F,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT 3F, 3rd STORY, 3rd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15113777,B,Violations,15113777,,3F,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE BATHROOM LOCATED AT APT 3F, 3rd STORY, 3rd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15113780,B,Violations,15113780,,3E,,"SECTION 27-2037, 2038 HMC: PROVIDE A SAFE AND ADEQUATE SUPPLY OF ELECTRIC SERVICE TO THE FIXTURES THE ELECTRIC OUTLET BELOW LIGHT FIXTURE AT SOUTH WALL IN THE BATHROOM LOCATED AT APT 3E, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOTICE OF ISSUANCE SENT TO TENANT,15113781,C,Violations,15113781,,3E,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 3E, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15113783,A,Violations,15113783,,3E,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE PORCELAIN ENAMEL GLAZE AT SURFACE OF BATH TUB IN THE BATHROOM LOCATED AT APT 3E, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15113785,B,Violations,15113785,,,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT EAST WALL AT PUBLIC HALL, 1st STORY, SECTION ''SOUTH''"
NOV SENT OUT,15113786,B,Violations,15113786,,,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT MATERIAL AT EAST WALL AT PUBLIC HALL, 1st STORY, SECTION ''SOUTH''"
NOV SENT OUT,15113787,A,Violations,15113787,,,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE EAST WALL AT PUBLIC HALL, 1st STORY, SECTION ''SOUTH''"
DEFECT LETTER ISSUED,14695307,B,Violations,14695307,,3J,,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT EAST CEILING IN THE 2nd ROOM FROM NORTH AT EAST LOCATED AT APT 3J, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 14455913 ISSUED 21-JUL-21 HAS BEEN UPGRADED TO CLASS B PER ADMINISTRATIVE CODE ï¿½27-2017.3a(3)(a) or (b)."
NOT COMPLIED WITH,15113493,A,Violations,15113493,,,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILING AT PUBLIC HALL, 5th STORY, SECTION ''SOUTH''"
NOT COMPLIED WITH,15113613,B,Violations,15113613,,,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT MATERIAL AT CEILING AT BULKHEAD AT PUBLIC HALL, 6th STORY, SECTION ''NORTH''"
NOV CERTIFIED LATE,15113604,C,Violations,15113604,,,,"SECTION 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE TO ROOF AT BULKHEAD AT PUBLIC HALL, 6th STORY, SECTION ''SOUTH''"
NOT COMPLIED WITH,15113614,A,Violations,15113614,,,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILING AMND WEST WALL AT BULKHEAD AT PUBLIC HALL, 6th STORY, SECTION ''NORTH''"
NOV CERTIFIED LATE,15113733,C,Violations,15113733,,6D,,"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 3; WG TO REPLACE = 0; WG TO REPAIR = 0; IN THE ENTIRE APARTMENT LOCATED AT APT 6D, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15114315,A,Violations,15114315,,4L,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILING IN THE BATHROOM LOCATED AT APT 4L, 4th STORY, 2nd APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15114322,B,Violations,15114322,,4L,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC TILES AT FLOOR IN THE BATHROOM LOCATED AT APT 4L, 4th STORY, 2nd APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15114326,A,Violations,15114326,,4L,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE PORCELAIN ENAMEL GLAZE AT BATHTUB IN THE BATHROOM LOCATED AT APT 4L, 4th STORY, 2nd APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15114331,B,Violations,15114331,,4L,,"SECTION 27-2026 ADM CODE REPAIR THE FLUSHING APPARATUS AND MAINTAIN SAME SO AS TO FLUSH EFFECTIVELY THE WATER CLOSET ; THE CHAIN TO PLUNGER IN THE BATHROOM LOCATED AT APT 4L, 4th STORY, 2nd APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15114334,A,Violations,15114334,,4L,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILING IN THE 3rd ROOM FROM NORTH LOCATED AT APT 4L, 4th STORY, 2nd APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15114335,B,Violations,15114335,,4L,,"SECTION 27-2005 ADM CODE PROPERLY SECURE THE LOOSE SLIDING CLOSET DOORS TO TOP TRACK IN THE PRIVATE HALLWAY LOCATED AT APT 4L, 4th STORY, 2nd APARTMENT FROM NORTH AT EAST"
NOTICE OF ISSUANCE SENT TO TENANT,15114336,C,Violations,15114336,,4L,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 4L, 4th STORY, 2nd APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15114474,B,Violations,15114474,,,,SECTION 27-2005 ADM CODE PROPERLY SECURE THE LOOSE METAL HANDRAIL AT STAIRWAY TO BOILER ROOM AT NORTH YARD
NOV SENT OUT,15114475,B,Violations,15114475,,,,"SECTION 27-2040 ADM CODE INSTALL AND MAINTAIN SUFFICIENT LIGHT OR LIGHTS OF AT LEAST 100 WATTS INCANDESCENT OR EQUIVALENT EACH, TO LIGHT ADEQUATELY FROM SUNSET TO SUNRISE THE NORTH YARD"
NOV SENT OUT,15114476,B,Violations,15114476,,,,"SECTION 27-2040 ADM CODE INSTALL AND MAINTAIN SUFFICIENT LIGHT OR LIGHTS OF AT LEAST 100 WATTS INCANDESCENT OR EQUIVALENT EACH, TO LIGHT ADEQUATELY FROM SUNSET TO SUNRISE THE EAST YARD"
NOV SENT OUT,15114477,B,Violations,15114477,,,,SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FIRE RETARDANT MATERIAL AT CEILING AT PUBLIC HALL
NOV SENT OUT,15114478,A,Violations,15114478,,,,SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILING AT PUBLIC HALL
NOV SENT OUT,15114481,A,Violations,15114481,,,,SECTION 27-2011 ADM CODE CLEANSE TO THE SATISFACTION OF THIS DEPARTMENT THE FLOORS AT ALL STORIES AT PUBLIC HALL
NOV SENT OUT,15114483,B,Violations,15114483,,,,SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FLASHING AT NORTH EXTERIOR WALL AT SOUTH BULKHEAD AT ROOF
NOTICE OF ISSUANCE SENT TO TENANT,15115169,B,Violations,15115169,,2B,,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... CEILING 4 SQUARE FEET IN THE 1st ROOM FROM NORTH LOCATED AT APT 2B, 2nd STORY, 4th APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 14724028 ISSUED 15-DEC-21 HAS BEEN UPGRADED TO CLASS B PER ADMINISTRATIVE CODE ï¿½27-2017.3a(3)(a) or (b)."
NOTICE OF ISSUANCE SENT TO TENANT,15115170,B,Violations,15115170,,2B,,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... CEILING 4 SQUARE FEET IN THE BATHROOM LOCATED AT APT 2B, 2nd STORY, 4th APARTMENT FROM WEST AT NORTH ORIGINAL VIOLATION 14724035 ISSUED 15-DEC-21 HAS BEEN UPGRADED TO CLASS B PER ADMINISTRATIVE CODE ï¿½27-2017.3a(3)(a) or (b)."
NOV CERTIFIED LATE,15114338,C,Violations,15114338,,4L,,"SECTION 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE IN THE ENTRANCE LOCATED AT APT 4L, 4th STORY, 2nd APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15114342,B,Violations,15114342,,4G,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC TILES AT EAST WALL IN THE BATHROOM LOCATED AT APT 4G, 4th STORY, 4th APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15114375,B,Violations,15114375,,2E,,"SECTION 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE WOOD DOOR AT ENTRANCE IN THE BATHROOM LOCATED AT APT 2E, 2nd STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15114380,B,Violations,15114380,,2D,,"SECTION 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15114350,C,Violations,15114350,,4G,,"SECTION 27-2026 ADM CODE REMOVE ALL OBSTRUCTIONS AND REPAIR ALL DEFECTS IN IN WASTE LINE UNDER WASH BASIN IN THE BATHROOM LOCATED AT APT 4G, 4th STORY, 4th APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15114384,B,Violations,15114384,,2D,,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15114396,B,Violations,15114396,,2D,,"SECTION 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE ROTTED WOOD VANITY BASE CABINET IN THE BATHROOM LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15114409,A,Violations,15114409,,2D,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE WEST WALL IN THE BATHROOM LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15114421,B,Violations,15114421,,2D,,"SECTION 27-2026 ADM CODE REPAIR THE BROKEN OR DEFECTIVE CONNECTION AT WASTE LINE UNDER WASH BASIN IN THE BATHROOM LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15114423,C,Violations,15114423,,2D,,"SECTION 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 2; WG TO REPLACE = 0; WG TO REPAIR = 0; IN THE ENTIRE APARTMENT LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15114434,A,Violations,15114434,,2D,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE SOUTH WALL IN THE 2nd ROOM FROM NORTH AT EAST LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15114438,A,Violations,15114438,,2D,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE WEST WALL IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST"
NOTICE OF ISSUANCE SENT TO TENANT,15114442,C,Violations,15114442,,1H,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 1H, 1st STORY, 5th APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15114459,A,Violations,15114459,,1H,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE THE INOPERATIVE BELL AND RETURN BUZZER SYSTEM FROM 1ST STORY PUBLIC HALL TO WEST WALL IN THE FOYER LOCATED AT APT 1H, 1st STORY, 5th APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15114460,B,Violations,15114460,,1H,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT SOUTH WALL IN THE 3rd ROOM FROM NORTH AT WEST LOCATED AT APT 1H, 1st STORY, 5th APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15114462,B,Violations,15114462,,1H,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE SOUTH WALL IN THE 3rd ROOM FROM NORTH AT WEST LOCATED AT APT 1H, 1st STORY, 5th APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15114463,B,Violations,15114463,,1H,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE THE WOOD FLOOR IN THE 3rd ROOM FROM NORTH AT WEST LOCATED AT APT 1H, 1st STORY, 5th APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15114464,A,Violations,15114464,,1H,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS IN THE KITCHEN LOCATED AT APT 1H, 1st STORY, 5th APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15114467,A,Violations,15114467,,1H,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE PORCELAIN ENAMEL GLAZE AT SURFACE OF BATH TUB IN THE 1st BATHROOM FROM NORTH LOCATED AT APT 1H, 1st STORY, 5th APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15114468,B,Violations,15114468,,1H,,"SECTION 27-2024 ADM CODE PROVIDE ADEQUATE SUPPLY OF HOT WATER FOR THE FIXTURES AT BATH TUB IN THE 1st BATHROOM FROM NORTH LOCATED AT APT 1H, 1st STORY, 5th APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15114469,B,Violations,15114469,,1H,,"SECTION 27-2024 ADM CODE PROVIDE ADEQUATE SUPPLY OF COLD WATER FOR THE FIXTURES AT BATH TUB IN THE 1st BATHROOM FROM NORTH LOCATED AT APT 1H, 1st STORY, 5th APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15114471,A,Violations,15114471,,1H,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE PORCELAIN ENAMEL GLAZE AT SURFACE OF BATHTUB IN THE 23rd BATHROOM FROM NORTH LOCATED AT APT 1H, 1st STORY, 5th APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15114472,A,Violations,15114472,,1H,,"SECTION 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE DOOR BELL CHIME AT ENTRANCE DOOR IN THE ENTRANCE LOCATED AT APT 1H, 1st STORY, 5th APARTMENT FROM SOUTH AT WEST"
NOTICE OF ISSUANCE SENT TO TENANT,15321688,B,Violations,15321688,,2D,,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT WEST WALL (8 SQ, FT.) IN THE BATHROOM LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 15114407 ISSUED 10-APR-22 HAS BEEN UPGRADED TO CLASS B PER ADMINISTRATIVE CODE ï¿½27-2017.3a(3)(a) or (b)."
NOTICE OF ISSUANCE SENT TO TENANT,15321689,B,Violations,15321689,,2D,,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT SOUTH WALL (8 SQ. FT) IN THE 2nd ROOM FROM NORTH AT EAST LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 15114431 ISSUED 10-APR-22 HAS BEEN UPGRADED TO CLASS B PER ADMINISTRATIVE CODE ï¿½27-2017.3a(3)(a) or (b)."
NOTICE OF ISSUANCE SENT TO TENANT,15321690,B,Violations,15321690,,2D,,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT WEST WALL (8 SQ. FT. ) IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST ORIGINAL VIOLATION 15114437 ISSUED 10-APR-22 HAS BEEN UPGRADED TO CLASS B PER ADMINISTRATIVE CODE ï¿½27-2017.3a(3)(a) or (b)."
NOV SENT OUT,15601380,C,Violations,15601380,,5C,,"SECTION 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 5C, 5th STORY, 3rd APARTMENT FROM NORTH AT EAST , SECTION ''SOUTH''"
NOV SENT OUT,15601381,C,Violations,15601381,,,,SECTION 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED AT CELLAR
NOTICE OF ISSUANCE SENT TO TENANT,15601382,C,Violations,15601382,,5C,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 5C, 5th STORY, 3rd APARTMENT FROM NORTH AT EAST , SECTION ''SOUTH''"
NOV SENT OUT,15601383,B,Violations,15601383,,5C,,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 5C, 5th STORY, 3rd APARTMENT FROM NORTH AT EAST , SECTION ''SOUTH''"
NOV SENT OUT,15601384,B,Violations,15601384,,5C,,"SECTION 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 5C, 5th STORY, 3rd APARTMENT FROM NORTH AT EAST , SECTION ''SOUTH''"
NOT COMPLIED WITH,11956428,B,Violations,11956428,,4C,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE KITCHEN LOCATED AT APT 4C, 4th STORY, 5th APARTMENT FROM NORTH AT EAST"
FALSE CERTIFICATION,12984750,C,Violations,12984750,,3J,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES LOCATED AT APT 3J, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH"
DEFECT LETTER ISSUED,13802075,C,Violations,13802075,,4F,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 4F, 4th STORY, 3rd APARTMENT FROM EAST AT SOUTH"
NOT COMPLIED WITH,13826836,B,Violations,13826836,,1F,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE PORCELIAN ENAMEL GLA ZE AT BATHTUB IN THE BATHROOM LOCATED AT APT 1F, 1st STORY, 3rd APARTMENT FROM SOUTH AT WEST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,13829671,B,Violations,13829671,,1D,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT THE CEILING AND THE WEST WALL IN THE BATHROOM LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST"
